"District","FIPS","Year","Free/Reduced Price Meal Eligibility","Variable","Measure Type","Value"
"Amistad Academy District","","2012-2013","Not Eligible For Lunch","Chronically Absent Students","Percent","-9999"
"Amistad Academy District","","2013-2014","Eligible For Free Lunch","Chronically Absent Students","Percent","4.8"
"Amistad Academy District","","2013-2014","Eligible For Reduced Lunch","Chronically Absent Students","Percent","0.0"
"Amistad Academy District","","2013-2014","Not Eligible For Lunch","Chronically Absent Students","Percent","0.0"
"Amistad Academy District","","2014-2015","Eligible For Free Lunch","Chronically Absent Students","Percent","6.7"
"Amistad Academy District","","2014-2015","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Amistad Academy District","","2014-2015","Not Eligible For Lunch","Chronically Absent Students","Percent","-9999"
"Amistad Academy District","","2015-2016","Eligible For Free Lunch","Chronically Absent Students","Percent","7.1"
"Amistad Academy District","","2015-2016","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Amistad Academy District","","2015-2016","Not Eligible For Lunch","Chronically Absent Students","Percent","-9999"
"Amistad Academy District","","2016-2017","Eligible For Free Lunch","Chronically Absent Students","Percent","6.8"
"Amistad Academy District","","2016-2017","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Amistad Academy District","","2016-2017","Not Eligible For Lunch","Chronically Absent Students","Percent","-9999"
"Amistad Academy District","","2017-2018","Eligible For Free Lunch","Chronically Absent Students","Percent","7.5"
"Amistad Academy District","","2017-2018","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Amistad Academy District","","2017-2018","Not Eligible For Lunch","Chronically Absent Students","Percent","-9999"
"Amistad Academy District","","2018-2019","Eligible For Free Lunch","Chronically Absent Students","Percent","5.4"
"Amistad Academy District","","2018-2019","Eligible For Reduced Lunch","Chronically Absent Students","Percent","14.3"
"Amistad Academy District","","2018-2019","Not Eligible For Lunch","Chronically Absent Students","Percent","8.5"
"Amistad Academy District","","2019-2020","Eligible For Free Lunch","Chronically Absent Students","Percent","12.0"
"Amistad Academy District","","2019-2020","Eligible For Reduced Lunch","Chronically Absent Students","Percent","6.9"
"Amistad Academy District","","2019-2020","Not Eligible For Lunch","Chronically Absent Students","Percent","3.6"
"Andover School District","","2011-2012","Eligible For Free Lunch","Chronically Absent Students","Percent","-9999"
"Andover School District","","2011-2012","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Andover School District","","2011-2012","Not Eligible For Lunch","Chronically Absent Students","Percent","0.0"
"Andover School District","","2012-2013","Eligible For Free Lunch","Chronically Absent Students","Percent","-9999"
"Andover School District","","2012-2013","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Andover School District","","2012-2013","Not Eligible For Lunch","Chronically Absent Students","Percent","3.2"
"Andover School District","","2013-2014","Eligible For Free Lunch","Chronically Absent Students","Percent","-9999"
"Andover School District","","2013-2014","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Andover School District","","2013-2014","Not Eligible For Lunch","Chronically Absent Students","Percent","-9999"
"Andover School District","","2014-2015","Eligible For Free Lunch","Chronically Absent Students","Percent","-9999"
"Andover School District","","2014-2015","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Andover School District","","2014-2015","Not Eligible For Lunch","Chronically Absent Students","Percent","-9999"
"Andover School District","","2015-2016","Eligible For Free Lunch","Chronically Absent Students","Percent","-9999"
"Andover School District","","2015-2016","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Andover School District","","2015-2016","Not Eligible For Lunch","Chronically Absent Students","Percent","-9999"
"Andover School District","","2016-2017","Eligible For Free Lunch","Chronically Absent Students","Percent","-9999"
"Andover School District","","2016-2017","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Andover School District","","2016-2017","Not Eligible For Lunch","Chronically Absent Students","Percent","-9999"
"Andover School District","","2017-2018","Eligible For Free Lunch","Chronically Absent Students","Percent","-9999"
"Andover School District","","2017-2018","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Andover School District","","2017-2018","Not Eligible For Lunch","Chronically Absent Students","Percent","-9999"
"Andover School District","","2018-2019","Eligible For Free Lunch","Chronically Absent Students","Percent","-9999"
"Andover School District","","2018-2019","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Andover School District","","2018-2019","Not Eligible For Lunch","Chronically Absent Students","Percent","-9999"
"Andover School District","","2019-2020","Eligible For Free Lunch","Chronically Absent Students","Percent","-9999"
"Andover School District","","2019-2020","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Andover School District","","2019-2020","Not Eligible For Lunch","Chronically Absent Students","Percent","8.3"
"Ansonia School District","900901220","2011-2012","Eligible For Free Lunch","Chronically Absent Students","Percent","16.2"
"Ansonia School District","900901220","2011-2012","Eligible For Reduced Lunch","Chronically Absent Students","Percent","9.0"
"Ansonia School District","900901220","2011-2012","Not Eligible For Lunch","Chronically Absent Students","Percent","7.1"
"Ansonia School District","900901220","2012-2013","Eligible For Free Lunch","Chronically Absent Students","Percent","17.7"
"Ansonia School District","900901220","2012-2013","Eligible For Reduced Lunch","Chronically Absent Students","Percent","5.6"
"Ansonia School District","900901220","2012-2013","Not Eligible For Lunch","Chronically Absent Students","Percent","12.4"
"Ansonia School District","900901220","2013-2014","Eligible For Free Lunch","Chronically Absent Students","Percent","15.4"
"Ansonia School District","900901220","2013-2014","Eligible For Reduced Lunch","Chronically Absent Students","Percent","4.7"
"Ansonia School District","900901220","2013-2014","Not Eligible For Lunch","Chronically Absent Students","Percent","5.9"
"Ansonia School District","900901220","2014-2015","Eligible For Free Lunch","Chronically Absent Students","Percent","21.3"
"Ansonia School District","900901220","2014-2015","Eligible For Reduced Lunch","Chronically Absent Students","Percent","8.2"
"Ansonia School District","900901220","2014-2015","Not Eligible For Lunch","Chronically Absent Students","Percent","9.6"
"Ansonia School District","900901220","2015-2016","Eligible For Free Lunch","Chronically Absent Students","Percent","18.7"
"Ansonia School District","900901220","2015-2016","Eligible For Reduced Lunch","Chronically Absent Students","Percent","9.3"
"Ansonia School District","900901220","2015-2016","Not Eligible For Lunch","Chronically Absent Students","Percent","8.4"
"Ansonia School District","900901220","2016-2017","Eligible For Free Lunch","Chronically Absent Students","Percent","23.9"
"Ansonia School District","900901220","2016-2017","Eligible For Reduced Lunch","Chronically Absent Students","Percent","14.7"
"Ansonia School District","900901220","2016-2017","Not Eligible For Lunch","Chronically Absent Students","Percent","8.1"
"Ansonia School District","900901220","2017-2018","Eligible For Free Lunch","Chronically Absent Students","Percent","23.6"
"Ansonia School District","900901220","2017-2018","Eligible For Reduced Lunch","Chronically Absent Students","Percent","11.8"
"Ansonia School District","900901220","2017-2018","Not Eligible For Lunch","Chronically Absent Students","Percent","10.2"
"Ansonia School District","900901220","2018-2019","Eligible For Free Lunch","Chronically Absent Students","Percent","18.5"
"Ansonia School District","900901220","2018-2019","Eligible For Reduced Lunch","Chronically Absent Students","Percent","12.6"
"Ansonia School District","900901220","2018-2019","Not Eligible For Lunch","Chronically Absent Students","Percent","8.4"
"Ansonia School District","900901220","2019-2020","Eligible For Free Lunch","Chronically Absent Students","Percent","20.7"
"Ansonia School District","900901220","2019-2020","Eligible For Reduced Lunch","Chronically Absent Students","Percent","8.2"
"Ansonia School District","900901220","2019-2020","Not Eligible For Lunch","Chronically Absent Students","Percent","8.0"
"Area Cooperative Educational Services","","2011-2012","Eligible For Free Lunch","Chronically Absent Students","Percent","26.7"
"Area Cooperative Educational Services","","2011-2012","Eligible For Reduced Lunch","Chronically Absent Students","Percent","14.6"
"Area Cooperative Educational Services","","2011-2012","Not Eligible For Lunch","Chronically Absent Students","Percent","10.7"
"Area Cooperative Educational Services","","2012-2013","Eligible For Free Lunch","Chronically Absent Students","Percent","28.1"
"Area Cooperative Educational Services","","2012-2013","Eligible For Reduced Lunch","Chronically Absent Students","Percent","11.8"
"Area Cooperative Educational Services","","2012-2013","Not Eligible For Lunch","Chronically Absent Students","Percent","11.7"
"Area Cooperative Educational Services","","2013-2014","Eligible For Free Lunch","Chronically Absent Students","Percent","31.1"
"Area Cooperative Educational Services","","2013-2014","Eligible For Reduced Lunch","Chronically Absent Students","Percent","13.3"
"Area Cooperative Educational Services","","2013-2014","Not Eligible For Lunch","Chronically Absent Students","Percent","12.4"
"Area Cooperative Educational Services","","2014-2015","Eligible For Free Lunch","Chronically Absent Students","Percent","30.3"
"Area Cooperative Educational Services","","2014-2015","Eligible For Reduced Lunch","Chronically Absent Students","Percent","13.7"
"Area Cooperative Educational Services","","2014-2015","Not Eligible For Lunch","Chronically Absent Students","Percent","9.6"
"Area Cooperative Educational Services","","2015-2016","Eligible For Free Lunch","Chronically Absent Students","Percent","26.4"
"Area Cooperative Educational Services","","2015-2016","Eligible For Reduced Lunch","Chronically Absent Students","Percent","4.8"
"Area Cooperative Educational Services","","2015-2016","Not Eligible For Lunch","Chronically Absent Students","Percent","5.2"
"Area Cooperative Educational Services","","2016-2017","Eligible For Free Lunch","Chronically Absent Students","Percent","26.7"
"Area Cooperative Educational Services","","2016-2017","Eligible For Reduced Lunch","Chronically Absent Students","Percent","5.8"
"Area Cooperative Educational Services","","2016-2017","Not Eligible For Lunch","Chronically Absent Students","Percent","10.0"
"Area Cooperative Educational Services","","2017-2018","Eligible For Free Lunch","Chronically Absent Students","Percent","29.2"
"Area Cooperative Educational Services","","2017-2018","Eligible For Reduced Lunch","Chronically Absent Students","Percent","16.3"
"Area Cooperative Educational Services","","2017-2018","Not Eligible For Lunch","Chronically Absent Students","Percent","13.0"
"Area Cooperative Educational Services","","2018-2019","Eligible For Free Lunch","Chronically Absent Students","Percent","26.5"
"Area Cooperative Educational Services","","2018-2019","Eligible For Reduced Lunch","Chronically Absent Students","Percent","18.7"
"Area Cooperative Educational Services","","2018-2019","Not Eligible For Lunch","Chronically Absent Students","Percent","20.4"
"Area Cooperative Educational Services","","2019-2020","Eligible For Free Lunch","Chronically Absent Students","Percent","26.4"
"Area Cooperative Educational Services","","2019-2020","Eligible For Reduced Lunch","Chronically Absent Students","Percent","9.0"
"Area Cooperative Educational Services","","2019-2020","Not Eligible For Lunch","Chronically Absent Students","Percent","19.4"
"Ashford School District","","2011-2012","Eligible For Free Lunch","Chronically Absent Students","Percent","12.5"
"Ashford School District","","2011-2012","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Ashford School District","","2011-2012","Not Eligible For Lunch","Chronically Absent Students","Percent","7.7"
"Ashford School District","","2012-2013","Eligible For Free Lunch","Chronically Absent Students","Percent","16.9"
"Ashford School District","","2012-2013","Eligible For Reduced Lunch","Chronically Absent Students","Percent","0.0"
"Ashford School District","","2012-2013","Not Eligible For Lunch","Chronically Absent Students","Percent","4.9"
"Ashford School District","","2013-2014","Eligible For Free Lunch","Chronically Absent Students","Percent","15.3"
"Ashford School District","","2013-2014","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Ashford School District","","2013-2014","Not Eligible For Lunch","Chronically Absent Students","Percent","5.2"
"Ashford School District","","2014-2015","Eligible For Free Lunch","Chronically Absent Students","Percent","10.0"
"Ashford School District","","2014-2015","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Ashford School District","","2014-2015","Not Eligible For Lunch","Chronically Absent Students","Percent","5.5"
"Ashford School District","","2015-2016","Eligible For Free Lunch","Chronically Absent Students","Percent","5.5"
"Ashford School District","","2015-2016","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Ashford School District","","2015-2016","Not Eligible For Lunch","Chronically Absent Students","Percent","3.9"
"Ashford School District","","2016-2017","Eligible For Free Lunch","Chronically Absent Students","Percent","17.0"
"Ashford School District","","2016-2017","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Ashford School District","","2016-2017","Not Eligible For Lunch","Chronically Absent Students","Percent","-9999"
"Ashford School District","","2017-2018","Eligible For Free Lunch","Chronically Absent Students","Percent","-9999"
"Ashford School District","","2017-2018","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Ashford School District","","2017-2018","Not Eligible For Lunch","Chronically Absent Students","Percent","6.3"
"Ashford School District","","2018-2019","Eligible For Free Lunch","Chronically Absent Students","Percent","-9999"
"Ashford School District","","2018-2019","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Ashford School District","","2018-2019","Not Eligible For Lunch","Chronically Absent Students","Percent","4.5"
"Ashford School District","","2019-2020","Eligible For Free Lunch","Chronically Absent Students","Percent","-9999"
"Ashford School District","","2019-2020","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Ashford School District","","2019-2020","Not Eligible For Lunch","Chronically Absent Students","Percent","-9999"
"Avon School District","900302060","2011-2012","Eligible For Free Lunch","Chronically Absent Students","Percent","14.8"
"Avon School District","900302060","2011-2012","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Avon School District","900302060","2011-2012","Not Eligible For Lunch","Chronically Absent Students","Percent","3.8"
"Avon School District","900302060","2012-2013","Eligible For Free Lunch","Chronically Absent Students","Percent","16.2"
"Avon School District","900302060","2012-2013","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Avon School District","900302060","2012-2013","Not Eligible For Lunch","Chronically Absent Students","Percent","4.4"
"Avon School District","900302060","2013-2014","Eligible For Free Lunch","Chronically Absent Students","Percent","14.5"
"Avon School District","900302060","2013-2014","Eligible For Reduced Lunch","Chronically Absent Students","Percent","15.0"
"Avon School District","900302060","2013-2014","Not Eligible For Lunch","Chronically Absent Students","Percent","4.2"
"Avon School District","900302060","2014-2015","Eligible For Free Lunch","Chronically Absent Students","Percent","10.5"
"Avon School District","900302060","2014-2015","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Avon School District","900302060","2014-2015","Not Eligible For Lunch","Chronically Absent Students","Percent","2.7"
"Avon School District","900302060","2015-2016","Eligible For Free Lunch","Chronically Absent Students","Percent","20.7"
"Avon School District","900302060","2015-2016","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Avon School District","900302060","2015-2016","Not Eligible For Lunch","Chronically Absent Students","Percent","3.7"
"Avon School District","900302060","2016-2017","Eligible For Free Lunch","Chronically Absent Students","Percent","-9999"
"Avon School District","900302060","2016-2017","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Avon School District","900302060","2016-2017","Not Eligible For Lunch","Chronically Absent Students","Percent","4.5"
"Avon School District","900302060","2017-2018","Eligible For Free Lunch","Chronically Absent Students","Percent","-9999"
"Avon School District","900302060","2017-2018","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Avon School District","900302060","2017-2018","Not Eligible For Lunch","Chronically Absent Students","Percent","3.0"
"Avon School District","900302060","2018-2019","Eligible For Free Lunch","Chronically Absent Students","Percent","13.6"
"Avon School District","900302060","2018-2019","Eligible For Reduced Lunch","Chronically Absent Students","Percent","9.7"
"Avon School District","900302060","2018-2019","Not Eligible For Lunch","Chronically Absent Students","Percent","3.5"
"Avon School District","900302060","2019-2020","Eligible For Free Lunch","Chronically Absent Students","Percent","18.1"
"Avon School District","900302060","2019-2020","Eligible For Reduced Lunch","Chronically Absent Students","Percent","14.9"
"Avon School District","900302060","2019-2020","Not Eligible For Lunch","Chronically Absent Students","Percent","6.8"
"Barkhamsted School District","","2011-2012","Eligible For Free Lunch","Chronically Absent Students","Percent","-9999"
"Barkhamsted School District","","2011-2012","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Barkhamsted School District","","2011-2012","Not Eligible For Lunch","Chronically Absent Students","Percent","3.1"
"Barkhamsted School District","","2012-2013","Eligible For Free Lunch","Chronically Absent Students","Percent","-9999"
"Barkhamsted School District","","2012-2013","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Barkhamsted School District","","2012-2013","Not Eligible For Lunch","Chronically Absent Students","Percent","4.3"
"Barkhamsted School District","","2013-2014","Eligible For Free Lunch","Chronically Absent Students","Percent","-9999"
"Barkhamsted School District","","2013-2014","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Barkhamsted School District","","2013-2014","Not Eligible For Lunch","Chronically Absent Students","Percent","3.8"
"Barkhamsted School District","","2014-2015","Eligible For Free Lunch","Chronically Absent Students","Percent","-9999"
"Barkhamsted School District","","2014-2015","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Barkhamsted School District","","2014-2015","Not Eligible For Lunch","Chronically Absent Students","Percent","-9999"
"Barkhamsted School District","","2015-2016","Eligible For Free Lunch","Chronically Absent Students","Percent","-9999"
"Barkhamsted School District","","2015-2016","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Barkhamsted School District","","2015-2016","Not Eligible For Lunch","Chronically Absent Students","Percent","3.0"
"Barkhamsted School District","","2016-2017","Eligible For Free Lunch","Chronically Absent Students","Percent","-9999"
"Barkhamsted School District","","2016-2017","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Barkhamsted School District","","2016-2017","Not Eligible For Lunch","Chronically Absent Students","Percent","-9999"
"Barkhamsted School District","","2017-2018","Eligible For Free Lunch","Chronically Absent Students","Percent","-9999"
"Barkhamsted School District","","2017-2018","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Barkhamsted School District","","2017-2018","Not Eligible For Lunch","Chronically Absent Students","Percent","-9999"
"Barkhamsted School District","","2018-2019","Eligible For Free Lunch","Chronically Absent Students","Percent","-9999"
"Barkhamsted School District","","2018-2019","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Barkhamsted School District","","2018-2019","Not Eligible For Lunch","Chronically Absent Students","Percent","-9999"
"Barkhamsted School District","","2019-2020","Eligible For Free Lunch","Chronically Absent Students","Percent","-9999"
"Barkhamsted School District","","2019-2020","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Barkhamsted School District","","2019-2020","Not Eligible For Lunch","Chronically Absent Students","Percent","-9999"
"Berlin School District","","2011-2012","Eligible For Free Lunch","Chronically Absent Students","Percent","21.2"
"Berlin School District","","2011-2012","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Berlin School District","","2011-2012","Not Eligible For Lunch","Chronically Absent Students","Percent","4.1"
"Berlin School District","","2012-2013","Eligible For Free Lunch","Chronically Absent Students","Percent","17.1"
"Berlin School District","","2012-2013","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Berlin School District","","2012-2013","Not Eligible For Lunch","Chronically Absent Students","Percent","4.2"
"Berlin School District","","2013-2014","Eligible For Free Lunch","Chronically Absent Students","Percent","18.4"
"Berlin School District","","2013-2014","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Berlin School District","","2013-2014","Not Eligible For Lunch","Chronically Absent Students","Percent","3.1"
"Berlin School District","","2014-2015","Eligible For Free Lunch","Chronically Absent Students","Percent","22.7"
"Berlin School District","","2014-2015","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Berlin School District","","2014-2015","Not Eligible For Lunch","Chronically Absent Students","Percent","3.6"
"Berlin School District","","2015-2016","Eligible For Free Lunch","Chronically Absent Students","Percent","14.5"
"Berlin School District","","2015-2016","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Berlin School District","","2015-2016","Not Eligible For Lunch","Chronically Absent Students","Percent","2.4"
"Berlin School District","","2016-2017","Eligible For Free Lunch","Chronically Absent Students","Percent","26.2"
"Berlin School District","","2016-2017","Eligible For Reduced Lunch","Chronically Absent Students","Percent","11.0"
"Berlin School District","","2016-2017","Not Eligible For Lunch","Chronically Absent Students","Percent","9.9"
"Berlin School District","","2017-2018","Eligible For Free Lunch","Chronically Absent Students","Percent","11.9"
"Berlin School District","","2017-2018","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Berlin School District","","2017-2018","Not Eligible For Lunch","Chronically Absent Students","Percent","-9999"
"Berlin School District","","2018-2019","Eligible For Free Lunch","Chronically Absent Students","Percent","-9999"
"Berlin School District","","2018-2019","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Berlin School District","","2018-2019","Not Eligible For Lunch","Chronically Absent Students","Percent","2.4"
"Berlin School District","","2019-2020","Eligible For Free Lunch","Chronically Absent Students","Percent","19.6"
"Berlin School District","","2019-2020","Eligible For Reduced Lunch","Chronically Absent Students","Percent","9.6"
"Berlin School District","","2019-2020","Not Eligible For Lunch","Chronically Absent Students","Percent","5.7"
"Bethany School District","","2011-2012","Eligible For Free Lunch","Chronically Absent Students","Percent","-9999"
"Bethany School District","","2011-2012","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Bethany School District","","2011-2012","Not Eligible For Lunch","Chronically Absent Students","Percent","2.9"
"Bethany School District","","2012-2013","Eligible For Free Lunch","Chronically Absent Students","Percent","-9999"
"Bethany School District","","2012-2013","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Bethany School District","","2012-2013","Not Eligible For Lunch","Chronically Absent Students","Percent","4.8"
"Bethany School District","","2013-2014","Eligible For Free Lunch","Chronically Absent Students","Percent","-9999"
"Bethany School District","","2013-2014","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Bethany School District","","2013-2014","Not Eligible For Lunch","Chronically Absent Students","Percent","4.5"
