"District","FIPS","Year","Free/Reduced Price Meal Eligibility","Variable","Measure Type","Value"
"Ansonia School District","900901220","2012-2013","Eligible For Free Lunch","Chronically Absent Students","Percent","17.7"
"Ansonia School District","900901220","2012-2013","Eligible For Reduced Lunch","Chronically Absent Students","Percent","5.6"
"Ansonia School District","900901220","2012-2013","Not Eligible For Lunch","Chronically Absent Students","Percent","12.4"
"Ansonia School District","900901220","2013-2014","Eligible For Free Lunch","Chronically Absent Students","Percent","15.4"
"Ansonia School District","900901220","2013-2014","Eligible For Reduced Lunch","Chronically Absent Students","Percent","4.7"
"Ansonia School District","900901220","2013-2014","Not Eligible For Lunch","Chronically Absent Students","Percent","5.9"
"Ansonia School District","900901220","2014-2015","Eligible For Free Lunch","Chronically Absent Students","Percent","21.3"
"Ansonia School District","900901220","2014-2015","Eligible For Reduced Lunch","Chronically Absent Students","Percent","8.2"
"Ansonia School District","900901220","2014-2015","Not Eligible For Lunch","Chronically Absent Students","Percent","9.6"
"Ansonia School District","900901220","2015-2016","Eligible For Free Lunch","Chronically Absent Students","Percent","18.7"
"Ansonia School District","900901220","2015-2016","Eligible For Reduced Lunch","Chronically Absent Students","Percent","9.3"
"Ansonia School District","900901220","2015-2016","Not Eligible For Lunch","Chronically Absent Students","Percent","8.4"
"Area Cooperative Educational Services","","2011-2012","Eligible For Free Lunch","Chronically Absent Students","Percent","26.7"
"Area Cooperative Educational Services","","2011-2012","Eligible For Reduced Lunch","Chronically Absent Students","Percent","14.6"
"Area Cooperative Educational Services","","2011-2012","Not Eligible For Lunch","Chronically Absent Students","Percent","10.7"
"Area Cooperative Educational Services","","2012-2013","Eligible For Free Lunch","Chronically Absent Students","Percent","28.1"
"Area Cooperative Educational Services","","2012-2013","Eligible For Reduced Lunch","Chronically Absent Students","Percent","11.8"
"Area Cooperative Educational Services","","2012-2013","Not Eligible For Lunch","Chronically Absent Students","Percent","11.7"
"Area Cooperative Educational Services","","2013-2014","Eligible For Free Lunch","Chronically Absent Students","Percent","31.1"
"Area Cooperative Educational Services","","2013-2014","Eligible For Reduced Lunch","Chronically Absent Students","Percent","13.3"
"Area Cooperative Educational Services","","2013-2014","Not Eligible For Lunch","Chronically Absent Students","Percent","12.4"
"Area Cooperative Educational Services","","2014-2015","Eligible For Free Lunch","Chronically Absent Students","Percent","30.3"
"Area Cooperative Educational Services","","2014-2015","Eligible For Reduced Lunch","Chronically Absent Students","Percent","13.7"
"Area Cooperative Educational Services","","2014-2015","Not Eligible For Lunch","Chronically Absent Students","Percent","9.6"
"Area Cooperative Educational Services","","2015-2016","Eligible For Free Lunch","Chronically Absent Students","Percent","26.4"
"Area Cooperative Educational Services","","2015-2016","Eligible For Reduced Lunch","Chronically Absent Students","Percent","4.8"
"Area Cooperative Educational Services","","2015-2016","Not Eligible For Lunch","Chronically Absent Students","Percent","5.2"
"Ashford School District","","2011-2012","Eligible For Free Lunch","Chronically Absent Students","Percent","12.5"
"Ashford School District","","2011-2012","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Ashford School District","","2011-2012","Not Eligible For Lunch","Chronically Absent Students","Percent","7.7"
"Ashford School District","","2012-2013","Eligible For Free Lunch","Chronically Absent Students","Percent","16.9"
"Ashford School District","","2012-2013","Eligible For Reduced Lunch","Chronically Absent Students","Percent","0.0"
"Ashford School District","","2012-2013","Not Eligible For Lunch","Chronically Absent Students","Percent","4.9"
"Ashford School District","","2013-2014","Eligible For Free Lunch","Chronically Absent Students","Percent","15.3"
"Ashford School District","","2013-2014","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Ashford School District","","2013-2014","Not Eligible For Lunch","Chronically Absent Students","Percent","5.2"
"Ashford School District","","2014-2015","Eligible For Free Lunch","Chronically Absent Students","Percent","10.0"
"Ashford School District","","2014-2015","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Ashford School District","","2014-2015","Not Eligible For Lunch","Chronically Absent Students","Percent","5.5"
"Ashford School District","","2015-2016","Eligible For Free Lunch","Chronically Absent Students","Percent","5.5"
"Ashford School District","","2015-2016","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Ashford School District","","2015-2016","Not Eligible For Lunch","Chronically Absent Students","Percent","3.9"
"Avon School District","900302060","2011-2012","Eligible For Free Lunch","Chronically Absent Students","Percent","14.8"
"Avon School District","900302060","2011-2012","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Avon School District","900302060","2011-2012","Not Eligible For Lunch","Chronically Absent Students","Percent","3.8"
"Avon School District","900302060","2012-2013","Eligible For Free Lunch","Chronically Absent Students","Percent","16.2"
"Avon School District","900302060","2012-2013","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Avon School District","900302060","2012-2013","Not Eligible For Lunch","Chronically Absent Students","Percent","4.4"
"Avon School District","900302060","2013-2014","Eligible For Free Lunch","Chronically Absent Students","Percent","14.5"
"Avon School District","900302060","2013-2014","Eligible For Reduced Lunch","Chronically Absent Students","Percent","15.0"
"Avon School District","900302060","2013-2014","Not Eligible For Lunch","Chronically Absent Students","Percent","4.2"
"Avon School District","900302060","2014-2015","Eligible For Free Lunch","Chronically Absent Students","Percent","10.5"
"Avon School District","900302060","2014-2015","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Avon School District","900302060","2014-2015","Not Eligible For Lunch","Chronically Absent Students","Percent","2.7"
"Avon School District","900302060","2015-2016","Eligible For Free Lunch","Chronically Absent Students","Percent","20.7"
"Avon School District","900302060","2015-2016","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Avon School District","900302060","2015-2016","Not Eligible For Lunch","Chronically Absent Students","Percent","3.7"
"Barkhamsted School District","","2011-2012","Eligible For Free Lunch","Chronically Absent Students","Percent","-9999"
"Barkhamsted School District","","2011-2012","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Barkhamsted School District","","2011-2012","Not Eligible For Lunch","Chronically Absent Students","Percent","3.1"
"Barkhamsted School District","","2012-2013","Eligible For Free Lunch","Chronically Absent Students","Percent","-9999"
"Barkhamsted School District","","2012-2013","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Barkhamsted School District","","2012-2013","Not Eligible For Lunch","Chronically Absent Students","Percent","4.3"
"Barkhamsted School District","","2013-2014","Eligible For Free Lunch","Chronically Absent Students","Percent","-9999"
"Barkhamsted School District","","2013-2014","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Barkhamsted School District","","2013-2014","Not Eligible For Lunch","Chronically Absent Students","Percent","3.8"
"Barkhamsted School District","","2014-2015","Eligible For Free Lunch","Chronically Absent Students","Percent","-9999"
"Barkhamsted School District","","2014-2015","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Barkhamsted School District","","2014-2015","Not Eligible For Lunch","Chronically Absent Students","Percent","-9999"
"Barkhamsted School District","","2015-2016","Eligible For Free Lunch","Chronically Absent Students","Percent","-9999"
"Barkhamsted School District","","2015-2016","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Barkhamsted School District","","2015-2016","Not Eligible For Lunch","Chronically Absent Students","Percent","3.0"
"Berlin School District","","2011-2012","Eligible For Free Lunch","Chronically Absent Students","Percent","21.2"
"Berlin School District","","2011-2012","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Berlin School District","","2011-2012","Not Eligible For Lunch","Chronically Absent Students","Percent","4.1"
"Berlin School District","","2012-2013","Eligible For Free Lunch","Chronically Absent Students","Percent","17.1"
"Berlin School District","","2012-2013","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Berlin School District","","2012-2013","Not Eligible For Lunch","Chronically Absent Students","Percent","4.2"
"Berlin School District","","2013-2014","Eligible For Free Lunch","Chronically Absent Students","Percent","18.4"
"Berlin School District","","2013-2014","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Berlin School District","","2013-2014","Not Eligible For Lunch","Chronically Absent Students","Percent","3.1"
"Berlin School District","","2014-2015","Eligible For Free Lunch","Chronically Absent Students","Percent","22.7"
"Berlin School District","","2014-2015","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Berlin School District","","2014-2015","Not Eligible For Lunch","Chronically Absent Students","Percent","3.6"
"Berlin School District","","2015-2016","Eligible For Free Lunch","Chronically Absent Students","Percent","14.5"
"Berlin School District","","2015-2016","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Berlin School District","","2015-2016","Not Eligible For Lunch","Chronically Absent Students","Percent","2.4"
"Bethany School District","","2011-2012","Eligible For Free Lunch","Chronically Absent Students","Percent","-9999"
"Bethany School District","","2011-2012","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Bethany School District","","2011-2012","Not Eligible For Lunch","Chronically Absent Students","Percent","2.9"
"Bethany School District","","2012-2013","Eligible For Free Lunch","Chronically Absent Students","Percent","-9999"
"Bethany School District","","2012-2013","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Bethany School District","","2012-2013","Not Eligible For Lunch","Chronically Absent Students","Percent","4.8"
"Bethany School District","","2013-2014","Eligible For Free Lunch","Chronically Absent Students","Percent","-9999"
"Bethany School District","","2013-2014","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Bethany School District","","2013-2014","Not Eligible For Lunch","Chronically Absent Students","Percent","4.5"
"Bethany School District","","2014-2015","Eligible For Free Lunch","Chronically Absent Students","Percent","-9999"
"Bethany School District","","2014-2015","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Bethany School District","","2014-2015","Not Eligible For Lunch","Chronically Absent Students","Percent","4.3"
"Bethany School District","","2015-2016","Eligible For Free Lunch","Chronically Absent Students","Percent","25.9"
"Bethany School District","","2015-2016","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Bethany School District","","2015-2016","Not Eligible For Lunch","Chronically Absent Students","Percent","3.6"
"Bethel School District","900104720","2011-2012","Eligible For Free Lunch","Chronically Absent Students","Percent","15.7"
"Bethel School District","900104720","2011-2012","Eligible For Reduced Lunch","Chronically Absent Students","Percent","11.1"
"Bethel School District","900104720","2011-2012","Not Eligible For Lunch","Chronically Absent Students","Percent","4.4"
"Bethel School District","900104720","2012-2013","Eligible For Free Lunch","Chronically Absent Students","Percent","15.1"
"Bethel School District","900104720","2012-2013","Eligible For Reduced Lunch","Chronically Absent Students","Percent","5.1"
"Bethel School District","900104720","2012-2013","Not Eligible For Lunch","Chronically Absent Students","Percent","5.6"
"Bethel School District","900104720","2013-2014","Eligible For Free Lunch","Chronically Absent Students","Percent","14.9"
"Bethel School District","900104720","2013-2014","Eligible For Reduced Lunch","Chronically Absent Students","Percent","7.9"
"Bethel School District","900104720","2013-2014","Not Eligible For Lunch","Chronically Absent Students","Percent","5.9"
"Bethel School District","900104720","2014-2015","Eligible For Free Lunch","Chronically Absent Students","Percent","10.5"
"Bethel School District","900104720","2014-2015","Eligible For Reduced Lunch","Chronically Absent Students","Percent","5.0"
"Bethel School District","900104720","2014-2015","Not Eligible For Lunch","Chronically Absent Students","Percent","3.4"
"Bethel School District","900104720","2015-2016","Eligible For Free Lunch","Chronically Absent Students","Percent","15.2"
"Bethel School District","900104720","2015-2016","Eligible For Reduced Lunch","Chronically Absent Students","Percent","5.0"
"Bethel School District","900104720","2015-2016","Not Eligible For Lunch","Chronically Absent Students","Percent","5.5"
"Bloomfield School District","900305910","2011-2012","Eligible For Free Lunch","Chronically Absent Students","Percent","11.2"
"Bloomfield School District","900305910","2011-2012","Eligible For Reduced Lunch","Chronically Absent Students","Percent","8.1"
"Bloomfield School District","900305910","2011-2012","Not Eligible For Lunch","Chronically Absent Students","Percent","4.4"
"Bloomfield School District","900305910","2012-2013","Eligible For Free Lunch","Chronically Absent Students","Percent","10.5"
"Bloomfield School District","900305910","2012-2013","Eligible For Reduced Lunch","Chronically Absent Students","Percent","5.3"
"Bloomfield School District","900305910","2012-2013","Not Eligible For Lunch","Chronically Absent Students","Percent","6.2"
"Bloomfield School District","900305910","2013-2014","Eligible For Free Lunch","Chronically Absent Students","Percent","10.6"
"Bloomfield School District","900305910","2013-2014","Eligible For Reduced Lunch","Chronically Absent Students","Percent","3.2"
"Bloomfield School District","900305910","2013-2014","Not Eligible For Lunch","Chronically Absent Students","Percent","6.0"
"Bloomfield School District","900305910","2014-2015","Eligible For Free Lunch","Chronically Absent Students","Percent","12.2"
"Bloomfield School District","900305910","2014-2015","Eligible For Reduced Lunch","Chronically Absent Students","Percent","6.3"
"Bloomfield School District","900305910","2014-2015","Not Eligible For Lunch","Chronically Absent Students","Percent","6.4"
"Bloomfield School District","900305910","2015-2016","Eligible For Free Lunch","Chronically Absent Students","Percent","13.0"
"Bloomfield School District","900305910","2015-2016","Eligible For Reduced Lunch","Chronically Absent Students","Percent","5.2"
"Bloomfield School District","900305910","2015-2016","Not Eligible For Lunch","Chronically Absent Students","Percent","5.6"
"Bolton School District","901306260","2011-2012","Eligible For Free Lunch","Chronically Absent Students","Percent","13.3"
"Bolton School District","901306260","2011-2012","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Bolton School District","901306260","2011-2012","Not Eligible For Lunch","Chronically Absent Students","Percent","1.4"
"Bolton School District","901306260","2012-2013","Eligible For Free Lunch","Chronically Absent Students","Percent","13.6"
"Bolton School District","901306260","2012-2013","Eligible For Reduced Lunch","Chronically Absent Students","Percent","0.0"
"Bolton School District","901306260","2012-2013","Not Eligible For Lunch","Chronically Absent Students","Percent","2.7"
"Bolton School District","901306260","2013-2014","Eligible For Free Lunch","Chronically Absent Students","Percent","23.4"
"Bolton School District","901306260","2013-2014","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Bolton School District","901306260","2013-2014","Not Eligible For Lunch","Chronically Absent Students","Percent","2.4"
"Bolton School District","901306260","2014-2015","Eligible For Free Lunch","Chronically Absent Students","Percent","25.6"
"Bolton School District","901306260","2014-2015","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Bolton School District","901306260","2014-2015","Not Eligible For Lunch","Chronically Absent Students","Percent","2.1"
"Bolton School District","901306260","2015-2016","Eligible For Free Lunch","Chronically Absent Students","Percent","15.2"
"Bolton School District","901306260","2015-2016","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Bolton School District","901306260","2015-2016","Not Eligible For Lunch","Chronically Absent Students","Percent","1.7"
"Booker T Washington Academy District","","2011-2012","Eligible For Free Lunch","Chronically Absent Students","Percent","-6666"
"Booker T Washington Academy District","","2011-2012","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-6666"
"Booker T Washington Academy District","","2011-2012","Not Eligible For Lunch","Chronically Absent Students","Percent","-6666"
"Booker T Washington Academy District","","2012-2013","Eligible For Free Lunch","Chronically Absent Students","Percent","-6666"
"Booker T Washington Academy District","","2012-2013","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-6666"
"Booker T Washington Academy District","","2012-2013","Not Eligible For Lunch","Chronically Absent Students","Percent","-6666"
"Booker T Washington Academy District","","2013-2014","Eligible For Free Lunch","Chronically Absent Students","Percent","-6666"
"Booker T Washington Academy District","","2013-2014","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-6666"
"Booker T Washington Academy District","","2013-2014","Not Eligible For Lunch","Chronically Absent Students","Percent","-6666"
"Booker T Washington Academy District","","2014-2015","Eligible For Free Lunch","Chronically Absent Students","Percent","31.9"
"Booker T Washington Academy District","","2014-2015","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Booker T Washington Academy District","","2014-2015","Not Eligible For Lunch","Chronically Absent Students","Percent","-9999"
"Booker T Washington Academy District","","2015-2016","Eligible For Free Lunch","Chronically Absent Students","Percent","21.9"
"Booker T Washington Academy District","","2015-2016","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Booker T Washington Academy District","","2015-2016","Not Eligible For Lunch","Chronically Absent Students","Percent","-9999"
"Bozrah School District","","2011-2012","Eligible For Free Lunch","Chronically Absent Students","Percent","-9999"
"Bozrah School District","","2011-2012","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Bozrah School District","","2011-2012","Not Eligible For Lunch","Chronically Absent Students","Percent","5.1"
"Bozrah School District","","2012-2013","Eligible For Free Lunch","Chronically Absent Students","Percent","20.9"
"Bozrah School District","","2012-2013","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Bozrah School District","","2012-2013","Not Eligible For Lunch","Chronically Absent Students","Percent","5.8"
"Bozrah School District","","2013-2014","Eligible For Free Lunch","Chronically Absent Students","Percent","11.8"
"Bozrah School District","","2013-2014","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Bozrah School District","","2013-2014","Not Eligible For Lunch","Chronically Absent Students","Percent","4.9"
"Bozrah School District","","2014-2015","Eligible For Free Lunch","Chronically Absent Students","Percent","-9999"
"Bozrah School District","","2014-2015","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Bozrah School District","","2014-2015","Not Eligible For Lunch","Chronically Absent Students","Percent","-9999"
"Bozrah School District","","2015-2016","Eligible For Free Lunch","Chronically Absent Students","Percent","-9999"
"Bozrah School District","","2015-2016","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Bozrah School District","","2015-2016","Not Eligible For Lunch","Chronically Absent Students","Percent","6.1"
"Branford School District","900907310","2011-2012","Eligible For Free Lunch","Chronically Absent Students","Percent","13.0"
"Branford School District","900907310","2011-2012","Eligible For Reduced Lunch","Chronically Absent Students","Percent","7.0"
"Branford School District","900907310","2011-2012","Not Eligible For Lunch","Chronically Absent Students","Percent","6.3"
"Branford School District","900907310","2012-2013","Eligible For Free Lunch","Chronically Absent Students","Percent","16.6"
"Branford School District","900907310","2012-2013","Eligible For Reduced Lunch","Chronically Absent Students","Percent","5.4"
"Branford School District","900907310","2012-2013","Not Eligible For Lunch","Chronically Absent Students","Percent","6.0"
"Branford School District","900907310","2013-2014","Eligible For Free Lunch","Chronically Absent Students","Percent","13.5"
"Branford School District","900907310","2013-2014","Eligible For Reduced Lunch","Chronically Absent Students","Percent","7.2"
"Branford School District","900907310","2013-2014","Not Eligible For Lunch","Chronically Absent Students","Percent","7.8"
"Branford School District","900907310","2014-2015","Eligible For Free Lunch","Chronically Absent Students","Percent","16.3"
"Branford School District","900907310","2014-2015","Eligible For Reduced Lunch","Chronically Absent Students","Percent","7.8"
"Branford School District","900907310","2014-2015","Not Eligible For Lunch","Chronically Absent Students","Percent","7.5"
"Branford School District","900907310","2015-2016","Eligible For Free Lunch","Chronically Absent Students","Percent","17.6"
"Branford School District","900907310","2015-2016","Eligible For Reduced Lunch","Chronically Absent Students","Percent","12.6"
"Branford School District","900907310","2015-2016","Not Eligible For Lunch","Chronically Absent Students","Percent","6.8"
"Brass City Charter School District","","2011-2012","Eligible For Free Lunch","Chronically Absent Students","Percent","-6666"
"Brass City Charter School District","","2011-2012","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-6666"
"Brass City Charter School District","","2011-2012","Not Eligible For Lunch","Chronically Absent Students","Percent","-6666"
"Brass City Charter School District","","2012-2013","Eligible For Free Lunch","Chronically Absent Students","Percent","-6666"
"Brass City Charter School District","","2012-2013","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-6666"
"Brass City Charter School District","","2012-2013","Not Eligible For Lunch","Chronically Absent Students","Percent","-6666"
"Brass City Charter School District","","2013-2014","Eligible For Free Lunch","Chronically Absent Students","Percent","15.4"
"Brass City Charter School District","","2013-2014","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Brass City Charter School District","","2013-2014","Not Eligible For Lunch","Chronically Absent Students","Percent","-9999"
"Brass City Charter School District","","2014-2015","Eligible For Free Lunch","Chronically Absent Students","Percent","18.0"
"Brass City Charter School District","","2014-2015","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Brass City Charter School District","","2014-2015","Not Eligible For Lunch","Chronically Absent Students","Percent","0.0"
"Brass City Charter School District","","2015-2016","Eligible For Free Lunch","Chronically Absent Students","Percent","9.3"
"Brass City Charter School District","","2015-2016","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Brass City Charter School District","","2015-2016","Not Eligible For Lunch","Chronically Absent Students","Percent","-9999"
"Bridgeport School District","900108070","2011-2012","Eligible For Free Lunch","Chronically Absent Students","Percent","19.7"
"Bridgeport School District","900108070","2011-2012","Eligible For Reduced Lunch","Chronically Absent Students","Percent","19.6"
"Bridgeport School District","900108070","2011-2012","Not Eligible For Lunch","Chronically Absent Students","Percent","10.1"
"Bridgeport School District","900108070","2012-2013","Eligible For Free Lunch","Chronically Absent Students","Percent","25.1"
"Bridgeport School District","900108070","2012-2013","Eligible For Reduced Lunch","Chronically Absent Students","Percent","39.7"
"Bridgeport School District","900108070","2012-2013","Not Eligible For Lunch","Chronically Absent Students","Percent","8.1"
"Bridgeport School District","900108070","2013-2014","Eligible For Free Lunch","Chronically Absent Students","Percent","21.2"
"Bridgeport School District","","2013-2014","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-6666"
"Bridgeport School District","","2013-2014","Not Eligible For Lunch","Chronically Absent Students","Percent","-6666"
